match_id,date,home_team,away_team,home_score,away_score,tournament,neutral,home_conf,away_conf,result
2242,2002-06-07,Spain,Paraguay,3.0,1.0,FIFA World Cup,True,UEFA,CONMEBOL,H
2243,2002-06-07,Sweden,Nigeria,2.0,1.0,FIFA World Cup,True,UEFA,CAF,H
2244,2002-06-07,Argentina,England,0.0,1.0,FIFA World Cup,True,CONMEBOL,UEFA,A
2245,2002-06-08,Italy,Croatia,1.0,2.0,FIFA World Cup,True,UEFA,UEFA,A
2246,2002-06-08,South Africa,Slovenia,1.0,0.0,FIFA World Cup,True,CAF,UEFA,H
2247,2002-06-09,Costa Rica,Turkey,1.0,1.0,FIFA World Cup,True,CONCACAF,UEFA,D
2248,2002-06-09,Japan,Russia,1.0,0.0,FIFA World Cup,False,AFC,UEFA,H
2249,2002-06-09,Mexico,Ecuador,2.0,1.0,FIFA World Cup,True,CONCACAF,CONMEBOL,H
2250,2002-06-10,Portugal,Poland,4.0,0.0,FIFA World Cup,True,UEFA,UEFA,H
2251,2002-06-10,Tunisia,Belgium,1.0,1.0,FIFA World Cup,True,CAF,UEFA,D
2252,2002-06-10,South Korea,United States,1.0,1.0,FIFA World Cup,False,AFC,CONCACAF,D
2253,2002-06-11,Senegal,Uruguay,3.0,3.0,FIFA World Cup,True,CAF,CONMEBOL,D
2254,2002-06-11,Saudi Arabia,Republic of Ireland,0.0,3.0,FIFA World Cup,True,AFC,UEFA,A
2255,2002-06-11,Denmark,France,2.0,0.0,FIFA World Cup,True,UEFA,UEFA,H
2256,2002-06-11,Cameroon,Germany,0.0,2.0,FIFA World Cup,True,CAF,UEFA,A
2257,2002-06-12,Nigeria,England,0.0,0.0,FIFA World Cup,True,CAF,UEFA,D
2258,2002-06-12,Slovenia,Paraguay,1.0,3.0,FIFA World Cup,True,UEFA,CONMEBOL,A
2259,2002-06-12,South Africa,Spain,2.0,3.0,FIFA World Cup,True,CAF,UEFA,A
2260,2002-06-12,Sweden,Argentina,1.0,1.0,FIFA World Cup,True,UEFA,CONMEBOL,D
2261,2002-06-13,Costa Rica,Brazil,2.0,5.0,FIFA World Cup,True,CONCACAF,CONMEBOL,A
2262,2002-06-13,Ecuador,Croatia,1.0,0.0,FIFA World Cup,True,CONMEBOL,UEFA,H
2263,2002-06-13,Mexico,Italy,1.0,1.0,FIFA World Cup,True,CONCACAF,UEFA,D
2264,2002-06-14,Japan,Tunisia,2.0,0.0,FIFA World Cup,False,AFC,CAF,H
2265,2002-06-14,Belgium,Russia,3.0,2.0,FIFA World Cup,True,UEFA,UEFA,H
2266,2002-06-14,Poland,United States,3.0,1.0,FIFA World Cup,True,UEFA,CONCACAF,H
2267,2002-06-14,South Korea,Portugal,1.0,0.0,FIFA World Cup,False,AFC,UEFA,H
2268,2002-06-15,Germany,Paraguay,1.0,0.0,FIFA World Cup,True,UEFA,CONMEBOL,H
2269,2002-06-15,Denmark,England,0.0,3.0,FIFA World Cup,True,UEFA,UEFA,A
2270,2002-06-16,Spain,Republic of Ireland,1.0,1.0,FIFA World Cup,True,UEFA,UEFA,D
2271,2002-06-16,Sweden,Senegal,1.0,2.0,FIFA World Cup,True,UEFA,CAF,A
2272,2002-06-17,Mexico,United States,0.0,2.0,FIFA World Cup,True,CONCACAF,CONCACAF,A
2273,2002-06-17,Brazil,Belgium,2.0,0.0,FIFA World Cup,True,CONMEBOL,UEFA,H
2274,2002-06-18,South Korea,Italy,2.0,1.0,FIFA World Cup,False,AFC,UEFA,H
2275,2002-06-18,Japan,Turkey,0.0,1.0,FIFA World Cup,False,AFC,UEFA,A
2276,2002-06-21,Germany,United States,1.0,0.0,FIFA World Cup,True,UEFA,CONCACAF,H
2277,2002-06-21,England,Brazil,1.0,2.0,FIFA World Cup,True,UEFA,CONMEBOL,A
